county,loc_1
clare,"wi,st.priries,danes co."
cork,"il,chicago,quincy st."
cork,"il,chicago,quincey st."
galway,"nj,newark"
galway,"wi,sheboygan,'51"
galway,"va,w.union,doddridge co."
galway,"va,wheeling, 12/54"
galway,"va,wheeling, 12/54"
galway,"va,wheeling, 12/54"
galway,"va,wheeling, 12/54"
kerry,"nyc,'55"
kerry,
kerry,"il,lasalle/peru"
kildare,"ma,s.boston"
kilkenny,"mi,rochester*'52"
kings,"pa,"
kings,"pa,"
leitrim,"oh,steubenville"
leitrim,"ny,orange co."
limerick,"ny,troy,'49"
mayo,"quebec,'44"
mayo,"quebec,'49"
monaghan,"nyc,'55"
roscommon,"ma,boston,'46"
roscommon,"que,montreal"
sligo,"nyc,'40"
sligo,"nyc,'40"
sligo,"nyc,'40"
sligo,"nyc,'40"
sligo,"nyc,'40"
waterford,"ma,'53"
waterford,"ny,b'ville,duchess co.3/53"
wexford,"nyc,54th st."
,"ny,brasher falls,'49"
,"ma,no.bridgewater; boston,ma"
armagh,"quebec,'46"
carlow,"ny,palmyra,'51-7/53"
clare,"nbr,st.john'47"
cork,"nbr,st.john"
cork,"ma,lawrence,'55"
cork,nyc
cork,nyc
cork,nyc
cork,nyc
cork,"nbr,st.john"
cork,"nyc,'36"
cork,"ma,boston or vicinity"
cork,"ma,boston, or vicinity"
cork,"ont,bytown[ottawa]"
cork,"ma,boston,'46"
cork,
cork,"ma,boston,'47"
cork,"ma,boston,'47"
cork,"nyc,18 cherry st.,11/54"
donegal,"pa,danville"
donegal,"pa,danville,'55"
galway,"wi,milwaukee,'53"
galway,"nbr,st.john[?]"
galway,"nbr,st.john[?]"
kerry,"ct,new haven"
kilkenny,"ont,toronto"
limerick,"ny,rochester,'53"
roscommon,"oh,cincinnati"
roscommon,nyc
roscommon,"md,baltimore"
roscommon,"md,baltimore"
roscommon,"md,baltimore"
roscommon,"md,baltimore"
roscommon,"md,baltimore"
roscommon,"md,baltimore"
roscommon,"md,baltimore"
tipperary,"ma,boston,'48"
tipperary,"ma,so.adams"
tipperary,"ny,troy"
tyrone,"que,montreal,'47"
tyrone,"que,montreal,'47"
wicklow,nyc
,"ma,boston,55"
,"nj,paterson,55;fl*"
,"nyc,9/52"
,"ma,boston"
cavan,"ma,boston,'55"
clare,"ny,nr syracuse,51"
clare,"ny,nr syracuse,51"
clare,"oh,cincinnati"
cork,"nyc,'54"
cork,"ma,boston,49"
cork,"ma,boston,49"
cork,"la,new orleans,47"
cork,"ia,dubuque"
cork,"pa,pottsville,coal mines"
cork,"mo,afustenate co,5/55"
cork,"oh,lancaster"
cork,"in,fort wayne w/ dignan*"
cork,
cork,
cork,"nyc,ward's isl.hospital,'54"
cork,"oh,hawkins valley,athens"
cork,"oh,hawkins valley,athens,54"
cork,"ma,boston,'53"
donegal,"va,charlestown;in"
kerry,"nyc,'54"
kerry,"nh,"
leitrim,"ia,dubuque"
leitrim,nyc
limerick,nyc
limerick,"il,chicago"
limerick,"oh,columbus"
limerick,"oh,"
limerick,
limerick,
limerick,"oh,kingsman"
londonderry,"ma,lowell,boston"
londonderry,"pa,philadelphia"
mayo,"ny,rochester,53"
meath,"ct,bridgeport"
queens,
waterford,"ct,portland"
wexford,"nfld,'45"
wicklow,"ny,barrack st"
fermanagh,"md,baltimore"
,"ont,hamilton,prescott"
,"ma,boston"
,can
,can
carlow,"in,"
cavan,"il,cook co,thorton"
cavan,"va,"
clare,"ma,boston,'46"
cork,"oh,hamilton co,53"
cork,"ma,s.danvers,55"
cork,"al,bibbs co."
cork,"oh,cincinnati"
cork,"oh,cincinnati"
donegal,"que,quebec"
fermanagh,"que,quebec"
fermanagh,"ma,boston"
galway,"nyc,'55"
kerry,"wi,"
kerry,"ma,lowell"
kerry,"ny,hulberton,oleans co"
kerry,"nyc,10/55"
kerry,
kilkenny,"ma,boston,'56"
kings,"il,cane co,10/40"
kings,can
leitrim,"ma,"
leitrim,"ma,"
leitrim,"ma,"
leitrim,"ny,hamilton co"
leitrim,"ny,hamilton co"
meath,"ma,roxbury,54;ca,s.francisco"
*canada,"la,new orleans"
*england,"quebec,'54"
queens,"ky,vandalia"
queens,"ky,vandalia"
roscommon,"ma,boston"
roscommon,"nyc,52"
tipperary,
tipperary,
tipperary,
tipperary,"ma,boston,55"
wicklow,"ny,utica"
wicklow,"ny,utica"
,"oh,cincinnati"
armagh,"ont,toronto"
carlow,nyc
clare,"nyc,'52"
clare,nyc
clare,nyc
clare,nyc
clare,nyc
clare,"la,new orleanss"
clare,"ma,boston"
clare,"ma,boston"
cork,"nyc,'51"
cork,"nyc,'51"
cork,"pa,pottsvile"
cork,"nyc,'47"
cork,
cork,
cork,
kerry,"nyc,'52"
kerry,"ma,boston,'54"
kildare,"ny,buffalo,4 miles from"
kildare,ireland or cn
kilkenny,"al,51"
kilkenny,"oh,52"
limerick,"va,fairmount,51"
mayo,"pa,shirtee valley rr"
*scotland,nyc
*scotland,nyc
*england,"quebec,'53"
queens,"ny,summertown"
roscommon,"ma,pittsfield"
roscommon,
roscommon,"ma,pittsfield"
roscommon,
sligo,"oh,"
sligo,"oh,"
tipperary,"oh,"
tipperary,"oh,"
tyrone,"il,chicago*"
tyrone,"mi,palmyra,53"
wexford,"nyc,54 oliver st,55"
clare,"ma,springfield"
clare,"ct,newtownfield"
clare,"quebec,'54"
clare,"nyc,'52"
*canada,"que,quebec,52"
cork,"oh,cincinnati,branchill"
cork,"pa,"
cork,"ma,boston"
cork,"*eng,portsmouth,'49"
cork,
cork,"ma,boston"
cork,"la,new orleans,83 marnoy st."
cork,"la,new orleans,83 marnoy st."
cork,"la,new orleans,83 marnoy st."
cork,
cork,
cork,"ma,boston"
cork,"ma,boston"
donegal,"pa,new mount pleasant"
galway,"vt,rutland,'54"
kerry,"oh,moonsville,athens co."
kerry,"ny,oswego,'35/'36"
kerry,"ny,oswego,'35/'36"
kerry,"mo,st.louis,46 chesnut st."
kerry,"nyc,'54"
kerry,"vt,northfield,'49"
kerry,"nyc,'54"
kerry,"oh,cincinnati"
kerry,
kerry,
kerry,
kerry,
kerry,
kildare,"mo,st.louis"
kildare,"quebec,'52"
kildare,
kildare,
kilkenny,"oh,cincinnati'51'warren co*"
limerick,"nyc,'53"
limerick,
*scotland,"ma,e.randolph,'53"
*scotland,"ma,e.randolph,'53"
*scotland,nyc
roscommon,
roscommon,
roscommon,"ny,gohannis"
sligo,"ky,louisville"
sligo,"ky,louisville"
tipperary,"il,pontiac"
tipperary,"nj,"
tipperary,"nyc,'48"
tipperary,nyc
tipperary,"ny,madison,chemung co."
tipperary,"la,marksville"
,"nyc,7 mi.fr."
,"nj,paterson"
,"ma,palmer,3/56"
,"ny,yorkville"
,"ct,hartford,'55"
,"in,michigan city,3/56"
carlow,"pa,armstrong co"
clare,"quebec,'40"
cork,"ma,stockbridge,'53;il,'55"
cork,"*eng,portsmouth"
cork,"ma,boston,13 pearlc/henshaw*"
cork,
cork,"ny,syracuse"
cork,"ma,boston"
donegal,"ma,boston,merrimac st."
dublin,nyc
fermanagh,"ont,oxford"
galway,
galway,"il,lasalle co."
kerry,"ny,buffalo,'54"
kerry,"vt,island ponds,'52"
kerry,"la,new orleans"
kerry,"la,new orleans"
kerry,"ny,scotsville,monroe co."
kerry,"ny,scotsville,monroe co."
kerry,"la,new orleans"
kings,"ny,albany,'53"
kings,"ny,albany,'53"
leitrim,"la,new orleans"
limerick,"la,n'orleans'49"
limerick,
limerick,
londonderry,"nyc,broadway,w/mr.mccluskey"
londonderry,"md,baltimore,111 britton st."
londonderry,
mayo,"oh,mcconnellsville,3/55"
mayo,"wi,whitewater,walworthco6/54"
mayo,"pa,tamaqua,schuylkill co."
mayo,
mayo,"nbr,st.john,yorkpoint,'48"
mayo,"nbr,st.john,yorkpoint,'48"
mayo,
mayo,"tn,nashville"
mayo,"ak,arkansas"
mayo,"nyc,'51"
mayo,nyc
mayo,nyc
mayo,"que,wardsville, g.w. rr*"
mayo,"ny,stafford,genesee co.*"
meath,"nbr,st.john,'45"
monaghan,"ont,toronto,'53"
monaghan,"ont,toronto,'53"
monaghan,"ont,toronto,'53"
monaghan,"ont,toronto,'53"
*ireland,"oh,woper,muskegon co"
roscommon,"pa,phila.96 n.front*"
roscommon,"al,mobile"
roscommon,"que,quebec,'50"
roscommon,"mo,st.louis,'55"
roscommon,"oh,cincinnati"
roscommon,"nyc,4/56"
roscommon,"va,'8/55; chicago,il"
roscommon,"va,'8/55;chicago,il"
sligo,
sligo,"ca, '53"
tipperary,
tipperary,"mo,st.louis"
tipperary,quebec
tipperary,quebec
tipperary,"ny,troy"
waterford,"il,new salem"
waterford,"il,salem"
waterford,"ma,boston,43"
waterford,"ma,boston,43"
wexford,"pa,schuykill co."
wexford,"pa,schuykill co."
wicklow,"il,st.clair co."
antrim,"la,new orleans,'50"
carlow,nyc'55
cavan,"oh,toledo"
cavan,"oh,toledo"
cavan,"oh,toledo"
clare,"ny,troy"
clare,"ny,troy"
clare,"can,"
cork,"pa,monture co.*"
cork,"pa,monture co.*"
cork,
cork,"nyc,'51"
cork,"ont,wellington,'52"
cork,
cork,"ont,wellington,'52"
cork,nyc
cork,"ont,wellington,'52"
cork,"ma,chicopee,7/55"
cork,"*eng,bristol"
kerry,"nyc,7/55"
kerry,"ny,brooklyn,14 prince,'53"
kildare,"quebec,'49"
kilkenny,"oh,[?],dongolo"
kilkenny,"oh,[?],dongolo"
limerick,"pa,phila"
limerick,"vt,'51"
limerick,"vt,'51"
limerick,"vt,'51"
limerick,"vt,'51"
limerick,"vt,bellows falls"
limerick,"vt,bellows falls"
limerick,"ma,stoningham,nr.boston'51"
mayo,"nyc,'46"
mayo,"ma,boston,'49"
mayo,"ma,boston,'49"
mayo,"md,baltimore,falls pt."
mayo,"md,baltimore,falls pt."
mayo,"oh,garretsville"
meath,"ma,boston,'48"
meath,"nj,newark,'53"
queens,"nyc,10/55"
sligo,
tipperary,"il,rock island co."
tipperary,
tipperary,"ma,boston,'55"
tipperary,"ca,san francisco,'53"
louth,"sc,charleston,'50"
,"in,fort wayne,54"
,"ny,hudson;va"
cavan,"nyc,'51"
clare,"md,baltimore,53"
clare,"ma,boston,'51"
clare,
clare,
clare,
clare,"ma,lowell,5/55"
cork,"pa,dauphin co,bear gap"
cork,"ny,washington st,51"
cork,"ma,holyoke,52"
cork,
cork,"ct,norwich"
galway,"nyc,'51"
kerry,"nyc,'54"
kerry,"oh,54"
kerry,"nyc,8th st."
kerry,"nyc,8th st."
kerry,"nyc,8th st."
kilkenny,"mo,st.louis"
kilkenny,"ma,cambridgeport"
limerick,
limerick,"pa,50"
limerick,"pa,"
limerick,"pa,"
limerick,
londonderry,"sc,charleston"
louth,
louth,"sc,charleston,'50"
louth,"nyc,emigrant office"
louth,"nyc,'49"
louth,"nbr,st.john"
mayo,"va,wheeling"
meath,
meath,"ny,roundout,'52"
meath,"ma,boston"
meath,"ma,boston"
meath,"nj,elizabethtown"
meath,"nj,elizabethtown"
meath,"nyc,"
meath,"nj,elizabethtown"
meath,"il,55"
roscommon,"ma,boston,46"
roscommon,"ma,boston,46"
roscommon,"ma,boston,46"
roscommon,
roscommon,"ny,little falls,2/55"
tipperary,"ct,thompsonville,53;oh*"
waterford,
wexford,"ny,penion,yates co."
wexford,"ky,maysville,55"
,"pa,huntington co., coal mt."
,"ma,charlestown"
kerry,"ma,duckvill"
kerry,"ma,duckville"
kerry,"ma,duckville"
kerry,"ma,duckville"
kerry,"ma,duckville"
kerry,"ma,duckville"
,"oh,georgetown"
,"ny,cleveland,oswego co,6/55"
,"ny,havania,schuyler co,7/55"
,"ny,niagara co,sup.br.12/55*"
,"ma,grafton,saundersville"
,"ma,grafton,saundersville"
,
,"ny,lft canal boat,54*"
,"ma,boston"
,"ma,boston"
,"ri,providence,1/56"
armagh,"pa,philadelphia"
armagh,"pa,philadelphia"
armagh,"pa,philadelphia"
armagh,"pa,philadelphia"
cavan,"ny,jersey city,burlington co"
cavan,"ny,jersey city,burlington co"
cavan,"ny,jersey city,burlington co"
cavan,"ny,utica,55"
cavan,"nyc,'51"
meath,"nyc,'53"
meath,"nyc,'53"
meath,"nyc,'53"
cork,
cork,"ky,louisvlle;tn,nashville*"
cork,
cork,"oh,toledo,'55"
kerry,"nyc,'48"
kerry,"ny,long island"
kerry,nyc
kerry,"nyc,'47"
kerry,"va,"
kerry,"ia,"
kildare,"nj,cambertville,9/55"
kilkenny,"in,"
kings,"oh,cincinnati"
limerick,
limerick,
limerick,"quebec,'50"
longford,
longford,
longford,"nyc,6 gorrick st"
mayo,"ont,buckingham"
monaghan,"ny,s.corinth,saratoga co."
*canada,"me,robinstown,55;ca"
roscommon,"md,alluny"
tipperary,"ia,dubuque"
tipperary,"ia,dubuque"
tipperary,"mo,chipley's landing,55"
tipperary,"ny,albany"
tipperary,"il,chicago,51"
tipperary,"ont,kingston,'57"
tipperary,"in,wabash,54,lake superior"
tyrone,"ont,hamilton'54"
wexford,"nyc,broom st"
wexford,"nyc,broom st"
armagh,"nyc,11/53"
cork,nyc
dublin,
mayo,"pa,hazelton'55;mo"
mayo,*eng
mayo,"nyc/boston,btw."
mayo,
wicklow,nyc
,
clare,
cork,"quebec,'54"
cork,"ia, hewsey co."
cork,nyc
cork,
cork,"al,mobile,'54"
cork,"me,bath,'50"
galway,"va,w.union, 10/55"
galway,"oh,columbus"
galway,"oh,cincinnati,10/55"
galway,"oh,columbus"
galway,"ma,boston,'47"
galway,"nbr,st.john"
galway,"va,w.union,doddridge co,7/54"
galway,"va,w.union,doddridge co.7/54"
galway,"nyc,'40"
kerry,"in,indianapolis"
kerry,"il,chicago,'52"
kerry,"il,chicago,'52"
kerry,"il,chicago,'52"
limerick,"ma,lawrence"
limerick,"la,new orleans"
limerick,"la,new orleans"
limerick,"la,new orleans"
limerick,"nyc,'52 w/michael healy"
limerick,"la,n'orleans"
limerick,
limerick,
limerick,"que,montreal,'49"
limerick,"que,montreal,bishop st.,'50"
louth,"mo,jefferson co."
mayo,"me,"
mayo,"nh,newport,'51"
mayo,
mayo,
mayo,
mayo,"me,"
meath,"nyc,8/`56"
tipperary,"pa,philadelphia[?]"
tipperary,"ns,halifax,marl st.*"
tipperary,
wicklow,"ont,?,pledfield,'54"
,"nj,burlington"
,"ma,boston"
cork,"ny,53"
donegal,nyc
fermanagh,"md,baltimore"
limerick,"quebec,'47"
limerick,"quebec,'46"
limerick,
limerick,
limerick,
limerick,"oh,cincinnati,6/55"
meath,"oh,cincinnati"
meath,"ny,rockland co"
*ireland,can
queens,"nj,"
queens,"nyc,ward's island"
queens,
roscommon,"ma,roxbury,'50;balt.,md;il"
westmeath,"ny,goshen,54"
kilkenny,"nyc,'48"
,"ma,great barrington"
,"mo,st.louis"
,"il,chicago"
,"la,new orleans,51"
,nyc
,"ma,boston,3/54;ca"
,"quebec,'54"
armagh,"nh,dover,'54"
carlow,
cavan,"il,galena"
cavan,"il,galena"
cavan,"pa,lebanon,5/55"
clare,"quebec,'52"
clare,"pa,bristol,51"
clare,"pa,bristol,51"
clare,"pa,bristol,51"
clare,"pa,bristol,51"
clare,"pa,bristol,51"
cork,"ma,newton"
cork,"ma,danvers"
cork,"wi,racine,52"
cork,
cork,
cork,"nyc,'52"
cork,"ky,louisville"
cork,
cork,
galway,"me,bath,54"
galway,"me,bath,54"
mayo,"nyc,'47"
mayo,"ma,roxbury"
kerry,"oh,springfield,53;il*"
kerry,"ct,bridgeport,52"
kerry,"oh,springfield,53*"
kerry,"nj,springtown"
kildare,"mo,st.louis hospital"
kilkenny,"nyc,'55"
limerick,"ny,nyc"
limerick,
limerick,"ny,rochester"
limerick,"ny,albany"
londonderry,
mayo,"ma,roxbury,tremont st"
mayo,"ma,roxbury,tremont st,52"
kerry,"oh,springfield,53*"
mayo,"[],messicwsic*"
mayo,"oh,wheeling"
meath,jersey or york
meath,
meath,
meath,"nyc,'56"
monaghan,"va,claremont georgetown,'53"
queens,"ny,cleveland,52"
queens,"il,vandalia"
queens,"oh,bedford"
roscommon,"pa,philadelphia"
roscommon,"pa,philadelphia"
roscommon,"pa,philadelphia"
sligo,"ont,"
tipperary,"que,shipton"
tipperary,"que,shipton"
tipperary,"nyc,101 mott st,w/mry odonnl"
tipperary,"la,new orleans"
wicklow,"wi,platville"
,"mo,st.louis"
,"la,new orleans"
,
,
cork,"nbr,st.john"
cork,"nyc,'55"
cork,"va,3,54"
cork,"ma,stoneham"
cork,"ma,randolph"
dublin,nyc
galway,"nyc,'56"
galway,"ont,hamilton,54"
galway,"ma,milford,8/55"
galway,
galway,"ky,paducah,53"
galway,"nb,st john"
kerry,
kerry,
leitrim,"ma,lowell,48"
leitrim,"ma,lowell,50"
leitrim,"il,chicago,55"
limerick,"mo,st.louis,11/55"
londonderry,"ont,prescot"
meath,"la,new orleans"
queens,"nbr,st.john,duke st,'54*"
queens,"nbr,st.john"
roscommon,"la,st.louis"
roscommon,"ny,albany,53"
tipperary,"oh,somerset,8/56"
tipperary,"ky,louisville,5/56"
waterford,"ny,55"
waterford,"il,"
,"nbr,st.john"
,"ma,boston,47"
,nyc
armagh,"ny,ulster co."
clare,"ny,great falls"
cork,nyc
cork,"ma,s.boston"
cork,"ma,boston,'50"
cork,"ny,jamestown"
cork,"ma,boston,'49"
cork,"ma,boston,'48"
cork,"nyc,'51"
cork,"nyc,'52"
cork,"ny,little falls"
cork,"nh,manchester"
cork,"in,dark co."
donegal,
donegal,"pa,"
galway,"pa,phila.,@martin burk's"
galway,"que,montreal"
galway,"*eng,"
galway,"nyc,w/michael flaherty's"
galway,"nyc,w/michael flaherty's"
galway,"nyc,w/michael flaherty's"
galway,"ca,'52"
galway,"ma,boston,47 franklin st"
kerry,ma
kerry,"quebec,'44"
kerry,"quebec,'44"
kerry,"quebec,'44"
kerry,"quebec,'44"
kildare,
kildare,nyc
kildare,"ny,brooklyn"
kings,"il,heatsville;53"
leitrim,"oh,cincinnati"
leitrim,"ri,providence,50"
limerick,"nyc,'52"
limerick,"ny,lancaster"
limerick,"nyc,'56"
limerick,"nyc,'51"
longford,nyc
mayo,"pa,philadelphia"
mayo,"pa,scranton'51"
mayo,"ny,hoboken"
mayo,
meath,"oh,columbus"
meath,nyc
meath,"ky,lexington,2/55"
meath,"la,new orleans,3/56"
meath,"il,cairo"
*scotland,"mi,"
queens,"ny,troy"
sligo,"ma,boston,'46"
tyrone,"pa,philadelphia;51"
cork,"ma,boston,'49"
waterford,"ma,randolph"
waterford,"ma,boston,'54"
*canada,"ont,"
wicklow,"nc,kingston"
wicklow,
,"ma,boston"
,
,"pa,pine swamp po"
,"nyc,'51"
dublin,"nyc,'53"
cavan,nyc
clare,
clare,
clare,
donegal,ky
galway,"md,baltimore"
galway,"md,baltimore"
kerry,"in,lafayette"
kerry,"ct,bridgeport, 1852"
kerry,"va,winchester, 1853"
kerry,"va,"
kerry,"nfld,st.john's,magor path"
kildare,
limerick,"va,lynchburg"
limerick,"oh,"
monaghan,"ma,boston"
monaghan,"ma,boston"
roscommon,"ma,boston"
roscommon,"ny,jefferson co,'40"
roscommon,"nyc,'50"
roscommon,"nyc,'50"
tipperary,
tyrone,
wexford,
wexford,
wexford,
wexford,
wexford,
,"ny,dayton,55"
antrim,
carlow,"nyc,'48"
cavan,"nyc,'45"
cork,nyc
cork,nyc
cork,nyc
cork,"ma,bedford,10/55"
donegal,"nyc,'52"
donegal,"nyc,'52"
donegal,"nyc,'52"
donegal,"nyc,'52"
galway,"quebec,'47"
galway,"ma,nr dedham w/miss whiting"
galway,"vt,rutland,52"
galway,"va,"
galway,"va,"
kerry,"tn,knoxville"
kerry,"tn,knoxville"
kerry,"nyc,'54"
kerry,"nyc,'51"
kilkenny,"mo,st.louis"
kilkenny,"mo,st.louis"
kilkenny,"mo,st.louis"
kilkenny,"mo,st.louis"
kilkenny,
kilkenny,
kilkenny,"nyc,'51"
kilkenny,
kings,"ny,brooklyn,54"
kings,"ny,brooklyn,54"
limerick,"nyc,'52"
londonderry,nyc
londonderry,"ma,boston,50"
,
mayo,"ny,oneida co,rome"
mayo,"ky,louisville,55"
mayo,"il,rockford,winnebago co"
meath,nj
monaghan,"ny,troy"
roscommon,"ma,lowell"
tipperary,"oh,cleveland"
tipperary,"ny,orange co,newburgh"
tyrone,"quebec,'44"
tyrone,"quebec,'44"
waterford,"nh,bristol,grafton co"
wexford,"nfld,st.john"
wexford,"ma,worcester,55"
,"ny,hampton"
,"nj,patterson"
,"[],east of alleghanies*"
,"me,portland,10/56"
cork,"ct,thompsonville"
cork,"ct,thompsonville"
cork,"mo,54"
cork,"ny,chumungcanal;ny,bucktooth"
dublin,"nj,newark"
galway,"va,harrison co"
kerry,
kerry,
kerry,"ma,boston,53"
kerry,"ma,boston,6/53"
leitrim,"il,galena,'54"
mayo,
monaghan,"nyc,8/56"
monaghan,"nyc,44"
sligo,"ma,boston"
tipperary,"me,portland"
tipperary,
waterford,
limerick,"quebec,48/49"
,"ma,chelsea, milford"
,"oh,hamilton"
,"*eng,liverpool,7/56"
clare,"ma,boston,'52"
cork,"ma,e.boston"
cork,
cork,nyc'52
cork,"nyc,'43"
cork,
cork,
cork,
cork,
cork,
cork,"il,new albany"
cork,"ma,boston"
cork,"ma,boston"
kerry,"quebec,'47"
kerry,"sc,charleston"
kerry,"oh,cleveland"
cork,"nyc,'43"
kerry,nyc
kerry,"ma,"
kerry,"in,"
kerry,nyc
kilkenny,
kilkenny,"mo,"
kilkenny,"nyc,'51"
kilkenny,"ny,albany"
kings,"ky,louisville"
limerick,"pa,"
meath,"ma,boston(53)"
queens,
queens,"pa,"
roscommon,
tipperary,
,"ma,boston"
,"ma,boston"
,"ma,boston"
carlow,"ri,providence qway"
cavan,"ny,brooklyn(52)"
cavan,"ny,brooklyn(52)"
clare,"*eng,st.helen's"
cork,"ct,middletown(55)"
cork,"ny,montgomery"
cork,"ny,montgomery"
cork,"nyc,'52"
cork,"quebec,'47"
cork,"nj,"
galway,"ma,boston"
galway,nyc
galway,
kerry,"pa,oakland"
kerry,"pa,chester"
kilkenny,
kilkenny,
kilkenny,"vt,"
kilkenny,"vt,"
kilkenny,"vt,"
leitrim,
leitrim,
leitrim,
leitrim,
limerick,"nyc,'50"
mayo,
mayo,
mayo,
mayo,
mayo,
mayo,
mayo,
mayo,"quebec,'40"
mayo,"quebec,'40"
mayo,"quebec,'40"
mayo,
mayo,
meath,"ma,boston,'24"
monaghan,nyc
*scotland,"wi,grand rapids"
roscommon,"ny,niagara falls,'53"
roscommon,"ny,niagara falls,'53"
sligo,"ont,"
sligo,ireland
tipperary,"oh,cleveland(54)"
tipperary,"quebec,'54"
tipperary,"nyc,'51"
tipperary,"nyc,'51"
tipperary,"nyc,'51"
tipperary,"nyc,'51"
tipperary,"ky,louisville"
tipperary,
tipperary,"ny,rochester"
tyrone,"la,new orleans"
wexford,"quebec,'53"
wexford,"ny,rochester"
wexford,
wexford,
wexford,"nyc,'50"
down,"ny,albany"
,"ny,troy"
,"mo,st.louis"
,"mo,st.louis"
,"mo,st.louis"
,"ny,dansville"
tipperary,
clare,"nbr,st.john"
clare,"va,white sulphur springs"
cork,"ma,boston,52"
cork,"ma,boston,52"
cork,"ma,boston,52"
cork,"ma,boston,52"
cork,"ma,boston,52"
cork,"ma,boston,52"
cork,"ma,boston,52"
cork,"ma,boston,52"
cork,"ma,"
cork,"ma,"
cork,"mi,dexter,50"
down,nyc
fermanagh,"ny,alleghany mtns."
galway,
galway,"la,new orleans,53"
galway,"ny,albany,55 canal st"
kerry,"oh,marion co,53"
limerick,"ny,e.troy"
limerick,"nyc,'52"
limerick,
limerick,ireland
longford,"ma,boston,'47"
mayo,"nyc,'52"
meath,
meath,
*england,"nh,portsmouth"
*scotland,"ma,holyoke"
queens,
queens,
roscommon,"nyc,'52"
roscommon,"ma,waltham,51"
tipperary,"mi,loins"
tipperary,
tipperary,
tipperary,"ga,muscogee co,columbus"
tipperary,"ga,muscogee co,columbus"
waterford,"nyc,water st"
wexford,
wexford,"vt,"
wexford,"que,quebec,nr,54;w/dan foley"
kings,"ny,ulster co,clove"
roscommon,"pa,pittsburg"
,"ri,woonsocket"
,"ct,westville"
,
,
,
,
,
,
,
armagh,"al,gordo,'51"
armagh,"ma,boston,'51"
clare,"la,new orleans"
clare,"va,richmond"
cork,"ca,grass valley,nevada co"
cork,"que,quebec (1851)"
cork,"que,quebec (1851)"
cork,"nyc,'43"
cork,"nyc,'56"
cork,"pa,philadelphia,north waters"
galway,"oh,cincin,73 front st,3/4/55"
galway,"ma,boston"
galway,"ny,new london"
galway,"ns,halifax"
kerry,"mo,st.louis"
kerry,"ny,holyan"
kerry,"ny,holyan"
kerry,
kerry,"la,new orleans"
kerry,"md, baltimore"
kildare,
kilkenny,"nyc,"
kilkenny,"nyc,"
kilkenny,"nyc,"
leitrim,"ma,boston"
leitrim,"ma,boston"
leitrim,"ma,boston"
limerick,"la,new orleans"
limerick,"nyc,'54"
longford,"ny,brooklyn"
longford,"ny,albany"
longford,"ny,albany"
louth,
louth,
louth,
louth,"mo,st.louis"
mayo,
meath,"ny,rondout (10/56)"
monaghan,"ny,ogdensburg"
monaghan,"in,logansport,'54"
roscommon,
roscommon,"oh,toledo, ('50)"
sligo,"vt,orange or windsor co"
sligo,"vt,orange or windsor co."
tipperary,"oh,columbus"
tipperary,"oh,columbus"
tipperary,"mo,chipley's landing,'55"
tipperary,"ma,western part"
tipperary,"ma,western part"
tipperary,"ma,boston"
,"ma,cabotville"
,"wi,new berlin,ia,53"
,"*eng,liverpool,7,56"
clare,"nyc,'51"
clare,"ny,elmira"
clare,"il,chicago,49"
cork,"nyc,'54"
cork,
cork,"ont,toronto"
cork,"que,montreal,47"
cork,"que,montreal,47"
cork,"que,montreal,47"
cork,"que,montreal,47"
cork,"ma,boston"
cork,"la,new orleans"
cork,
cork,
down,nyc
down,nyc
fermanagh,"ky,louisville,53"
galway,"oh,independence,@dan.heaney"
galway,
galway,
galway,"oh,independence,@dan.heaney"
kerry,"ma,boston,'50"
kilkenny,"la,new orleans"
leitrim,"la,port hudson"
limerick,"ma,lowell,10/51"
limerick,"ny,long island,flat lands"
limerick,"nyc,'44"
limerick,"oh,cincinnati"
limerick,"pa,crawford co,maidsville,53"
limerick,"quebec,48/49"
limerick,"quebec,48/49"
limerick,"quebec,48/49"
mayo,"oh,zanesville"
mayo,
mayo,"va,53;mo"
meath,"ny,hudson"
*scotland,
*scotland,
queens,"oh,roseville(53)"
tipperary,"nyc,'50"
tyrone,"pa,baltimore"
wexford,
wexford,"ny,homer village"
wexford,
wexford,
wexford,
wexford,"ont,toronto"
,"pa,luzerne co.(50)"
,"pa,luzerne co.(50)"
,"pa,luzerne co.(50)"
,"pa,luzerne co.(50)"
,"ma,boston(48)"
,"ma,boston(48)"
,"ma,boston(48)"
,"ma,e.boston"
,"quebec,'47"
,"ma,boston"
,"vt,vergennes,'50"
cavan,
cavan,"nyc,'46"
cork,
cork,
cork,"ma,bondsville/thorndike(49)"
cork,quebec
cork,quebec
cork,"ma,boston,'56"
cork,"oh,cedarville,'54"
dublin,nyc'53
fermanagh,"ma,milford"
galway,
kerry,"oh,springfield(54)"
kerry,"oh,springfield(54)"
kerry,"ny,s.brooklyn,'54*"
tipperary,"ny,albany(52)"
waterford,"md,baltimore(56)"
waterford,"nyc,'54"
waterford,"quebec,'26"
wexford,"il,chicago"
,"ma,e.boston(56)"
,"*eng,'50"
,nyc(56)
,"nyc,'54"
,"ny,clarence hollow/newstead"
,"ny,rochester(55);wi,mil(56)"
armagh,"que,s.sherbrook(51)"
armagh,"que,s.sherbrook(51)"
armagh,"que,s.sherbrook(51)"
armagh,"wi,milwaukee(56)"
cavan,nyc
clare,"nyc,'54"
